Class;Count
src.integration-android.src.de.schildbach.wallet.integration.android.BitcoinIntegration.java;13
src.sample-integration-android.src.de.schildbach.wallet.integration.sample.SampleActivity.java;6
src.wallet.src.de.schildbach.wallet.Configuration.java;19
src.wallet.src.de.schildbach.wallet.Constants.Files.java;1
src.wallet.src.de.schildbach.wallet.data.AbstractWalletLiveData.java;2
src.wallet.src.de.schildbach.wallet.data.AddressBookEntry.java;2
src.wallet.src.de.schildbach.wallet.data.AppDatabase.java;2
src.wallet.src.de.schildbach.wallet.data.BlockchainStateLiveData.java;1
src.wallet.src.de.schildbach.wallet.data.ConfigFormatLiveData.java;1
src.wallet.src.de.schildbach.wallet.data.ConfigOwnNameLiveData.java;1
src.wallet.src.de.schildbach.wallet.data.DynamicFeeLiveData.java;10
src.wallet.src.de.schildbach.wallet.data.ExchangeRatesProvider.java;11
src.wallet.src.de.schildbach.wallet.data.PaymentIntent.java;20
src.wallet.src.de.schildbach.wallet.data.PaymentIntent.Output.java;5
src.wallet.src.de.schildbach.wallet.data.SelectedExchangeRateLiveData.java;1
src.wallet.src.de.schildbach.wallet.data.SingleLiveEvent.java;1
src.wallet.src.de.schildbach.wallet.data.ThrottelingLiveData.java;2
src.wallet.src.de.schildbach.wallet.data.WalletBalanceLiveData.java;1
src.wallet.src.de.schildbach.wallet.Logging.java;3
src.wallet.src.de.schildbach.wallet.offline.AcceptBluetoothService.java;7
src.wallet.src.de.schildbach.wallet.offline.AcceptBluetoothThread.ClassicBluetoothThread.java;4
src.wallet.src.de.schildbach.wallet.offline.AcceptBluetoothThread.java;2
src.wallet.src.de.schildbach.wallet.offline.AcceptBluetoothThread.PaymentProtocolThread.java;4
src.wallet.src.de.schildbach.wallet.offline.DirectPaymentTask.BluetoothPaymentTask.java;4
src.wallet.src.de.schildbach.wallet.offline.DirectPaymentTask.HttpPaymentTask.java;2
src.wallet.src.de.schildbach.wallet.offline.DirectPaymentTask.java;3
src.wallet.src.de.schildbach.wallet.service.BlockchainService.ImpedimentsLiveData.java;5
src.wallet.src.de.schildbach.wallet.service.BlockchainService.java;34
src.wallet.src.de.schildbach.wallet.service.BlockchainService.PeerConnectivityListener.java;2
src.wallet.src.de.schildbach.wallet.service.BlockchainState.java;2
src.wallet.src.de.schildbach.wallet.service.BootstrapReceiver.java;3
src.wallet.src.de.schildbach.wallet.service.InactivityNotificationService.java;7
src.wallet.src.de.schildbach.wallet.ui.AbstractWalletActivity.java;6
src.wallet.src.de.schildbach.wallet.ui.AddressAndLabel.java;2
src.wallet.src.de.schildbach.wallet.ui.AddressBookActivity.java;6
src.wallet.src.de.schildbach.wallet.ui.AddressBookActivity.TwoFragmentAdapter.java;3
src.wallet.src.de.schildbach.wallet.ui.AlertDialogsFragment.java;16
src.wallet.src.de.schildbach.wallet.ui.backup.BackupWalletDialogFragment.java;11
src.wallet.src.de.schildbach.wallet.ui.backup.BackupWalletViewModel.java;1
src.wallet.src.de.schildbach.wallet.ui.backup.FileAdapter.java;2
src.wallet.src.de.schildbach.wallet.ui.backup.ImportDialogButtonEnablerListener.java;2
src.wallet.src.de.schildbach.wallet.ui.backup.RestoreWalletDialogFragment.java;16
src.wallet.src.de.schildbach.wallet.ui.backup.RestoreWalletFromExternalDialogFragment.java;1
src.wallet.src.de.schildbach.wallet.ui.backup.RestoreWalletViewModel.java;1
src.wallet.src.de.schildbach.wallet.ui.CircularProgressView.java;4
src.wallet.src.de.schildbach.wallet.ui.CurrencyAmountView.java;15
src.wallet.src.de.schildbach.wallet.ui.CurrencyAmountView.TextViewListener.java;4
src.wallet.src.de.schildbach.wallet.ui.CurrencyCalculatorLink.java;13
src.wallet.src.de.schildbach.wallet.ui.CurrencySymbolDrawable.java;2
src.wallet.src.de.schildbach.wallet.ui.CurrencyTextView.java;4
src.wallet.src.de.schildbach.wallet.ui.DividerItemDecoration.java;5
src.wallet.src.de.schildbach.wallet.ui.EditAddressBookEntryFragment.java;5
src.wallet.src.de.schildbach.wallet.ui.EncryptKeysDialogFragment.java;9
src.wallet.src.de.schildbach.wallet.ui.ExchangeRatesAdapter.java;5
src.wallet.src.de.schildbach.wallet.ui.ExchangeRatesAdapter.ViewHolder.java;10
src.wallet.src.de.schildbach.wallet.ui.ExchangeRatesFragment.ExchangeRatesLiveData.java;1
src.wallet.src.de.schildbach.wallet.ui.ExchangeRatesFragment.java;5
src.wallet.src.de.schildbach.wallet.ui.ExchangeRatesFragment.ViewModel.java;4
src.wallet.src.de.schildbach.wallet.ui.InputParser.java;9
src.wallet.src.de.schildbach.wallet.ui.InputParser.StreamInputParser.java;1
src.wallet.src.de.schildbach.wallet.ui.InputParser.StringInputParser.java;3
src.wallet.src.de.schildbach.wallet.ui.MaybeMaintenanceViewModel.java;4
src.wallet.src.de.schildbach.wallet.ui.monitor.BlockListAdapter.java;4
src.wallet.src.de.schildbach.wallet.ui.monitor.BlockListAdapter.ListItem.java;14
src.wallet.src.de.schildbach.wallet.ui.monitor.BlockListAdapter.ViewHolder.java;16
src.wallet.src.de.schildbach.wallet.ui.monitor.BlockListFragment.BlocksLiveData.java;3
src.wallet.src.de.schildbach.wallet.ui.monitor.BlockListFragment.java;4
src.wallet.src.de.schildbach.wallet.ui.monitor.BlockListFragment.TransactionsLiveData.java;4
src.wallet.src.de.schildbach.wallet.ui.monitor.BlockListFragment.ViewModel.java;4
src.wallet.src.de.schildbach.wallet.ui.monitor.NetworkMonitorActivity.java;2
src.wallet.src.de.schildbach.wallet.ui.monitor.NetworkMonitorActivity.PagerAdapter.java;2
src.wallet.src.de.schildbach.wallet.ui.monitor.PeerListAdapter.java;5
src.wallet.src.de.schildbach.wallet.ui.monitor.PeerListAdapter.ViewHolder.java;12
src.wallet.src.de.schildbach.wallet.ui.monitor.PeerListFragment.HostnamesLiveData.java;1
src.wallet.src.de.schildbach.wallet.ui.monitor.PeerListFragment.java;5
src.wallet.src.de.schildbach.wallet.ui.monitor.PeerListFragment.PeersLiveData.java;3
src.wallet.src.de.schildbach.wallet.ui.monitor.PeerListFragment.ViewModel.java;2
src.wallet.src.de.schildbach.wallet.ui.preference.AboutFragment.java;1
src.wallet.src.de.schildbach.wallet.ui.preference.PreferenceActivity.java;1
src.wallet.src.de.schildbach.wallet.ui.preference.SettingsFragment.java;1
src.wallet.src.de.schildbach.wallet.ui.ReportIssueDialogBuilder.java;6
src.wallet.src.de.schildbach.wallet.ui.ReportIssueDialogFragment.java;9
src.wallet.src.de.schildbach.wallet.ui.ReportIssueViewModel.java;1
src.wallet.src.de.schildbach.wallet.ui.RequestCoinsActivity.java;1
src.wallet.src.de.schildbach.wallet.ui.RequestCoinsFragment.java;8
src.wallet.src.de.schildbach.wallet.ui.RequestCoinsViewModel.FreshReceiveAddressLiveData.java;1
src.wallet.src.de.schildbach.wallet.ui.RequestCoinsViewModel.java;1
src.wallet.src.de.schildbach.wallet.ui.scan.CameraManager.java;20
src.wallet.src.de.schildbach.wallet.ui.scan.ScanActivity.java;17
src.wallet.src.de.schildbach.wallet.ui.scan.ScannerView.java;3
src.wallet.src.de.schildbach.wallet.ui.send.MaintenanceDialogFragment.java;5
src.wallet.src.de.schildbach.wallet.ui.send.RaiseFeeDialogFragment.java;11
src.wallet.src.de.schildbach.wallet.ui.send.RaiseFeeDialogFragment.ViewModel.java;1
src.wallet.src.de.schildbach.wallet.ui.send.RequestPaymentRequestTask.BluetoothRequestTask.java;3
src.wallet.src.de.schildbach.wallet.ui.send.RequestPaymentRequestTask.HttpRequestTask.java;2
src.wallet.src.de.schildbach.wallet.ui.send.RequestPaymentRequestTask.java;3
src.wallet.src.de.schildbach.wallet.ui.send.RequestWalletBalanceTask.ElectrumServer.java;5
src.wallet.src.de.schildbach.wallet.ui.send.RequestWalletBalanceTask.java;12
src.wallet.src.de.schildbach.wallet.ui.send.SendCoinsActivity.java;3
src.wallet.src.de.schildbach.wallet.ui.send.SendCoinsFragment.java;68
src.wallet.src.de.schildbach.wallet.ui.send.SendCoinsFragment.ReceivingAddressListener.java;5
src.wallet.src.de.schildbach.wallet.ui.send.SendCoinsFragment.ReceivingAddressViewAdapter.java;2
src.wallet.src.de.schildbach.wallet.ui.send.SendCoinsOfflineTask.java;4
src.wallet.src.de.schildbach.wallet.ui.send.SendCoinsViewModel.java;1
src.wallet.src.de.schildbach.wallet.ui.send.SweepWalletFragment.java;17
src.wallet.src.de.schildbach.wallet.ui.send.SweepWalletFragment.ViewModel.java;5
src.wallet.src.de.schildbach.wallet.ui.SendCoinsQrActivity.java;1
src.wallet.src.de.schildbach.wallet.ui.SendingAddressesFragment.java;9
src.wallet.src.de.schildbach.wallet.ui.SendingAddressesViewModel.AddressesToExcludeLiveData.java;1
src.wallet.src.de.schildbach.wallet.ui.SendingAddressesViewModel.java;1
src.wallet.src.de.schildbach.wallet.ui.ShowPasswordCheckListener.java;1
src.wallet.src.de.schildbach.wallet.ui.StickToTopLinearLayoutManager.java;1
src.wallet.src.de.schildbach.wallet.ui.TransactionsAdapter.ItemAnimator.java;1
src.wallet.src.de.schildbach.wallet.ui.TransactionsAdapter.java;54
src.wallet.src.de.schildbach.wallet.ui.TransactionsAdapter.ListItem.java;8
src.wallet.src.de.schildbach.wallet.ui.TransactionsAdapter.TransactionViewHolder.java;3
src.wallet.src.de.schildbach.wallet.ui.TransactionsAdapter.WarningViewHolder.java;4
src.wallet.src.de.schildbach.wallet.ui.WalletActivity.java;18
src.wallet.src.de.schildbach.wallet.ui.WalletAddressDialogFragment.java;1
src.wallet.src.de.schildbach.wallet.ui.WalletAddressesAdapter.java;11
src.wallet.src.de.schildbach.wallet.ui.WalletAddressesFragment.java;2
src.wallet.src.de.schildbach.wallet.ui.WalletAddressesViewModel.ImportedKeysLiveData.java;2
src.wallet.src.de.schildbach.wallet.ui.WalletAddressesViewModel.java;1
src.wallet.src.de.schildbach.wallet.ui.WalletAddressFragment.java;3
src.wallet.src.de.schildbach.wallet.ui.WalletAddressViewModel.java;1
src.wallet.src.de.schildbach.wallet.ui.WalletBalanceFragment.java;3
src.wallet.src.de.schildbach.wallet.ui.WalletBalanceFragment.ViewModel.java;3
src.wallet.src.de.schildbach.wallet.ui.WalletDisclaimerFragment.DisclaimerEnabledLiveData.java;1
src.wallet.src.de.schildbach.wallet.ui.WalletDisclaimerFragment.java;5
src.wallet.src.de.schildbach.wallet.ui.WalletDisclaimerFragment.ViewModel.java;2
src.wallet.src.de.schildbach.wallet.ui.WalletTransactionsFragment.java;13
src.wallet.src.de.schildbach.wallet.ui.WalletTransactionsViewModel.java;6
src.wallet.src.de.schildbach.wallet.ui.WalletViewModel.EnterAnimationState.java;1
src.wallet.src.de.schildbach.wallet.ui.WalletViewModel.java;4
src.wallet.src.de.schildbach.wallet.util.Base43.java;14
src.wallet.src.de.schildbach.wallet.util.Bluetooth.java;12
src.wallet.src.de.schildbach.wallet.util.CheatSheet.java;1
src.wallet.src.de.schildbach.wallet.util.CrashReporter.ExceptionHandler.java;1
src.wallet.src.de.schildbach.wallet.util.CrashReporter.java;5
src.wallet.src.de.schildbach.wallet.util.Crypto.java;10
src.wallet.src.de.schildbach.wallet.util.Formats.java;6
src.wallet.src.de.schildbach.wallet.util.GenericUtils.java;1
src.wallet.src.de.schildbach.wallet.util.Io.java;3
src.wallet.src.de.schildbach.wallet.util.Iso8601Format.java;1
src.wallet.src.de.schildbach.wallet.util.MonetarySpannable.java;16
src.wallet.src.de.schildbach.wallet.util.Nfc.java;5
src.wallet.src.de.schildbach.wallet.util.OnFirstPreDraw.java;4
src.wallet.src.de.schildbach.wallet.util.Qr.java;4
src.wallet.src.de.schildbach.wallet.util.ViewPagerTabs.java;8
src.wallet.src.de.schildbach.wallet.util.WalletUtils.java;20
src.wallet.src.de.schildbach.wallet.util.WalletUtils.MonospaceSpan.java;3
src.wallet.src.de.schildbach.wallet.WalletApplication.java;14
src.wallet.src.de.schildbach.wallet.WalletBalanceWidgetProvider.java;6
src.wallet.test.de.schildbach.wallet.util.CryptoTest.java;1
src.wallet.test.de.schildbach.wallet.util.WalletUtilsTest.java;2