File;Count
src.com.eteks.sweethome3d.applet.AppletApplication.AppletFurnitureTable.java;1
src.com.eteks.sweethome3d.applet.AppletApplication.java;11
src.com.eteks.sweethome3d.applet.AppletApplication.StandaloneServiceManager.java;1
src.com.eteks.sweethome3d.applet.AppletUserPreferences.java;5
src.com.eteks.sweethome3d.applet.HomeAppletRecorder.java;11
src.com.eteks.sweethome3d.applet.SweetHome3DApplet.java;14
src.com.eteks.sweethome3d.applet.SweetHome3DViewer.java;8
src.com.eteks.sweethome3d.applet.ViewerHelper.java;4
src.com.eteks.sweethome3d.io.AutoRecoveryManager.java;7
src.com.eteks.sweethome3d.io.Base64.java;23
src.com.eteks.sweethome3d.io.ContentDigestManager.java;8
src.com.eteks.sweethome3d.io.ContentDigestManager.ZipEntryData.java;2
src.com.eteks.sweethome3d.io.DefaultFurnitureCatalog.java;15
src.com.eteks.sweethome3d.io.DefaultFurnitureCatalog.PropertyKey.java;1
src.com.eteks.sweethome3d.io.DefaultHomeInputStream.java;12
src.com.eteks.sweethome3d.io.DefaultHomeOutputStream.HomeContentObjectsTracker.java;1
src.com.eteks.sweethome3d.io.DefaultHomeOutputStream.java;5
src.com.eteks.sweethome3d.io.DefaultTexturesCatalog.java;13
src.com.eteks.sweethome3d.io.DefaultTexturesCatalog.PropertyKey.java;1
src.com.eteks.sweethome3d.io.FileUserPreferences.java;14
src.com.eteks.sweethome3d.io.FileUserPreferences.PortablePreferences.java;3
src.com.eteks.sweethome3d.io.HomeContentContext.java;7
src.com.eteks.sweethome3d.io.HomeFileRecorder.java;8
src.com.eteks.sweethome3d.io.HomeXMLExporter.java;1
src.com.eteks.sweethome3d.io.HomeXMLExporter.PieceOfFurnitureExporter.java;1
src.com.eteks.sweethome3d.io.HomeXMLHandler.java;16
src.com.eteks.sweethome3d.io.ObjectXMLExporter.java;4
src.com.eteks.sweethome3d.io.URLContentClassLoader.java;1
src.com.eteks.sweethome3d.io.XMLWriter.java;2
src.com.eteks.sweethome3d.j3d.Component3DManager.java;9
src.com.eteks.sweethome3d.j3d.Component3DManager.ObservedCanvas3D.java;2
src.com.eteks.sweethome3d.j3d.Component3DManager.RenderingErrorListenerManager.java;2
src.com.eteks.sweethome3d.j3d.Component3DManager.RenderingObserver.java;3
src.com.eteks.sweethome3d.j3d.DAELoader.DAEHandler.java;9
src.com.eteks.sweethome3d.j3d.DAELoader.java;6
src.com.eteks.sweethome3d.j3d.Ground3D.java;2
src.com.eteks.sweethome3d.j3d.HomePieceOfFurniture3D.java;9
src.com.eteks.sweethome3d.j3d.Label3D.java;7
src.com.eteks.sweethome3d.j3d.Max3DSLoader.ChunkID.java;1
src.com.eteks.sweethome3d.j3d.Max3DSLoader.Face3DS.java;1
src.com.eteks.sweethome3d.j3d.Max3DSLoader.java;14
src.com.eteks.sweethome3d.j3d.Max3DSLoader.Mesh3DS.java;2
src.com.eteks.sweethome3d.j3d.ModelManager.java;30
src.com.eteks.sweethome3d.j3d.ModelManager.ModelObserver.java;2
src.com.eteks.sweethome3d.j3d.ModelManager.SVGPathSupport.java;2
src.com.eteks.sweethome3d.j3d.Object3DBranch.java;5
src.com.eteks.sweethome3d.j3d.OBJLoader.Face.java;1
src.com.eteks.sweethome3d.j3d.OBJLoader.Geometry.java;1
src.com.eteks.sweethome3d.j3d.OBJLoader.java;25
src.com.eteks.sweethome3d.j3d.OBJWriter.ComparableAppearance.java;7
src.com.eteks.sweethome3d.j3d.OBJWriter.java;12
src.com.eteks.sweethome3d.j3d.PhotoRenderer.BufferedImageDisplay.java;2
src.com.eteks.sweethome3d.j3d.PhotoRenderer.java;11
src.com.eteks.sweethome3d.j3d.Room3D.java;18
src.com.eteks.sweethome3d.j3d.TextureManager.java;3
src.com.eteks.sweethome3d.j3d.TextureManager.TextureObserver.java;1
src.com.eteks.sweethome3d.j3d.Wall3D.java;20
src.com.eteks.sweethome3d.MacOSXConfiguration.java;20
src.com.eteks.sweethome3d.model.AspectRatio.java;1
src.com.eteks.sweethome3d.model.Baseboard.java;1
src.com.eteks.sweethome3d.model.Camera.java;3
src.com.eteks.sweethome3d.model.CatalogItem.java;3
src.com.eteks.sweethome3d.model.CatalogLight.java;2
src.com.eteks.sweethome3d.model.CatalogPieceOfFurniture.java;8
src.com.eteks.sweethome3d.model.CatalogTexture.java;6
src.com.eteks.sweethome3d.model.CollectionListener.java;1
src.com.eteks.sweethome3d.model.Compass.java;5
src.com.eteks.sweethome3d.model.DimensionLine.java;2
src.com.eteks.sweethome3d.model.DoorOrWindow.java;6
src.com.eteks.sweethome3d.model.Elevatable.java;2
src.com.eteks.sweethome3d.model.Home.java;7
src.com.eteks.sweethome3d.model.HomeDoorOrWindow.java;2
src.com.eteks.sweethome3d.model.HomeEnvironment.java;4
src.com.eteks.sweethome3d.model.HomeFurnitureGroup.java;5
src.com.eteks.sweethome3d.model.HomeLight.java;2
src.com.eteks.sweethome3d.model.HomeObject.java;2
src.com.eteks.sweethome3d.model.HomePieceOfFurniture.java;7
src.com.eteks.sweethome3d.model.HomeRecorder.java;3
src.com.eteks.sweethome3d.model.IllegalHomonymException.java;1
src.com.eteks.sweethome3d.model.Label.java;2
src.com.eteks.sweethome3d.model.LengthUnit.java;1
src.com.eteks.sweethome3d.model.Level.java;2
src.com.eteks.sweethome3d.model.Library.java;8
src.com.eteks.sweethome3d.model.Light.java;1
src.com.eteks.sweethome3d.model.ObserverCamera.java;3
src.com.eteks.sweethome3d.model.PieceOfFurniture.java;25
src.com.eteks.sweethome3d.model.Polyline.java;8
src.com.eteks.sweethome3d.model.Room.java;4
src.com.eteks.sweethome3d.model.Selectable.java;6
src.com.eteks.sweethome3d.model.TextStyle.java;3
src.com.eteks.sweethome3d.model.TextureImage.java;5
src.com.eteks.sweethome3d.model.UserPreferences.java;3
src.com.eteks.sweethome3d.model.Wall.java;10
src.com.eteks.sweethome3d.plugin.HomePluginController.java;1
src.com.eteks.sweethome3d.plugin.Plugin.java;1
src.com.eteks.sweethome3d.plugin.PluginAction.java;3
src.com.eteks.sweethome3d.plugin.PluginManager.java;10
src.com.eteks.sweethome3d.SweetHome3D.FileContentManagerWithRecordedLastDirectories.java;1
src.com.eteks.sweethome3d.SweetHome3D.java;5
src.com.eteks.sweethome3d.SweetHome3D.StandaloneBasicService.java;2
src.com.eteks.sweethome3d.SweetHome3D.StandaloneServiceManager.java;2
src.com.eteks.sweethome3d.SweetHome3D.StandaloneSingleInstanceService.java;10
src.com.eteks.sweethome3d.SweetHome3DBootstrap.java;3
src.com.eteks.sweethome3d.swing.AutoCompleteTextField.AutoCompleteDocument.java;5
src.com.eteks.sweethome3d.swing.AutoCompleteTextField.java;3
src.com.eteks.sweethome3d.swing.BackgroundImageWizardStepsPanel.java;10
src.com.eteks.sweethome3d.swing.BackgroundImageWizardStepsPanel.ScaleImagePreviewComponent.java;2
src.com.eteks.sweethome3d.swing.BaseboardChoiceComponent.java;1
src.com.eteks.sweethome3d.swing.CatalogItemToolTip.java;4
src.com.eteks.sweethome3d.swing.ColorButton.java;5
src.com.eteks.sweethome3d.swing.ColorButton.PaletteComboBox.java;4
src.com.eteks.sweethome3d.swing.ColorButton.PalettesColorChooserPanel.java;6
src.com.eteks.sweethome3d.swing.ColorButton.RecentColorsPanel.java;1
src.com.eteks.sweethome3d.swing.CompassPanel.java;1
src.com.eteks.sweethome3d.swing.ControllerAction.java;2
src.com.eteks.sweethome3d.swing.FileContentManager.java;31
src.com.eteks.sweethome3d.swing.FontNameComboBox.java;7
src.com.eteks.sweethome3d.swing.FurnitureCatalogListPanel.CatalogCellRenderer.java;4
src.com.eteks.sweethome3d.swing.FurnitureCatalogListPanel.java;5
src.com.eteks.sweethome3d.swing.FurnitureCatalogTransferHandler.java;3
src.com.eteks.sweethome3d.swing.FurnitureCatalogTree.CatalogCellRenderer.java;4
src.com.eteks.sweethome3d.swing.FurnitureCatalogTree.CatalogTreeModel.java;1
src.com.eteks.sweethome3d.swing.FurnitureCatalogTree.java;2
src.com.eteks.sweethome3d.swing.FurnitureTable.FurnitureFilter.java;1
src.com.eteks.sweethome3d.swing.FurnitureTable.FurnitureTableColumnModel.java;1
src.com.eteks.sweethome3d.swing.FurnitureTable.FurnitureTreeTableModel.java;4
src.com.eteks.sweethome3d.swing.FurnitureTable.java;12
src.com.eteks.sweethome3d.swing.FurnitureTable.TreeTableNameCellRenderer.java;6
src.com.eteks.sweethome3d.swing.FurnitureTransferHandler.java;1
src.com.eteks.sweethome3d.swing.HelpPane.java;5
src.com.eteks.sweethome3d.swing.HomeComponent3D.java;25
src.com.eteks.sweethome3d.swing.HomeFurniturePanel.java;4
src.com.eteks.sweethome3d.swing.HomePDFPrinter.java;2
src.com.eteks.sweethome3d.swing.HomePrintableComponent.java;5
src.com.eteks.sweethome3d.swing.HomePrintableComponent.Variable.java;1
src.com.eteks.sweethome3d.swing.IconManager.java;5
src.com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel.java;25
src.com.eteks.sweethome3d.swing.ImportedFurnitureWizardStepsPanel.RotationPreviewComponent.java;2
src.com.eteks.sweethome3d.swing.ImportedTextureWizardStepsPanel.java;13
src.com.eteks.sweethome3d.swing.JPEGImagesToVideo.java;1
src.com.eteks.sweethome3d.swing.LabelPanel.java;1
src.com.eteks.sweethome3d.swing.LevelPanel.java;8
src.com.eteks.sweethome3d.swing.LevelPanel.LevelsTableModel.java;2
src.com.eteks.sweethome3d.swing.LocatedTransferHandler.java;4
src.com.eteks.sweethome3d.swing.ModelMaterialsComponent.ModelMaterialsPanel.java;5
src.com.eteks.sweethome3d.swing.ModelPreviewComponent.java;8
src.com.eteks.sweethome3d.swing.MultipleLevelsPlanPanel.java;3
src.com.eteks.sweethome3d.swing.NullableCheckBox.java;1
src.com.eteks.sweethome3d.swing.PhotoPanel.java;5
src.com.eteks.sweethome3d.swing.PhotoSizeAndQualityPanel.java;4
src.com.eteks.sweethome3d.swing.PhotosPanel.java;4
src.com.eteks.sweethome3d.swing.PlanComponent.java;33
src.com.eteks.sweethome3d.swing.PlanComponent.PieceOfFurnitureModelIcon.java;2
src.com.eteks.sweethome3d.swing.PlanComponent.PieceOfFurniturePlanIcon.java;1
src.com.eteks.sweethome3d.swing.PlanComponent.PlanRulerComponent.java;2
src.com.eteks.sweethome3d.swing.PlanComponent.SVGSupport.java;2
src.com.eteks.sweethome3d.swing.PlanTransferHandler.java;1
src.com.eteks.sweethome3d.swing.PolylinePanel.ArrowsStyle.java;2
src.com.eteks.sweethome3d.swing.PolylinePanel.java;5
src.com.eteks.sweethome3d.swing.PrintPreviewPanel.java;1
src.com.eteks.sweethome3d.swing.ProportionalLayout.java;1
src.com.eteks.sweethome3d.swing.SwingTools.BrowserSupport.java;3
src.com.eteks.sweethome3d.swing.SwingTools.java;12
src.com.eteks.sweethome3d.swing.SwingTools.MenuItemsVisibilityListener.java;3
src.com.eteks.sweethome3d.swing.SwingViewFactory.java;1
src.com.eteks.sweethome3d.swing.TextureChoiceComponent.TexturePanel.java;4
src.com.eteks.sweethome3d.swing.UnfocusableToolBar.java;1
src.com.eteks.sweethome3d.swing.UserPreferencesPanel.java;2
src.com.eteks.sweethome3d.swing.VideoPanel.ImageDataSource.java;5
src.com.eteks.sweethome3d.swing.VideoPanel.ImageSourceStream.java;6
src.com.eteks.sweethome3d.swing.VideoPanel.java;7
src.com.eteks.sweethome3d.swing.VisualTransferHandler.DragGestureRecognizerWithVisualRepresentation.java;2
src.com.eteks.sweethome3d.swing.VisualTransferHandler.DragListenerWithVisualRepresentation.java;5
src.com.eteks.sweethome3d.swing.VisualTransferHandler.java;1
src.com.eteks.sweethome3d.swing.WizardPane.java;2
src.com.eteks.sweethome3d.tools.ExtensionsClassLoader.java;15
src.com.eteks.sweethome3d.tools.OperatingSystem.java;10
src.com.eteks.sweethome3d.tools.OperatingSystem.MacOSXFileManager.java;2
src.com.eteks.sweethome3d.tools.ResourceURLContent.java;1
src.com.eteks.sweethome3d.tools.SimpleURLContent.java;2
src.com.eteks.sweethome3d.tools.URLContent.java;5
src.com.eteks.sweethome3d.viewcontroller.AbstractPhotoController.java;1
src.com.eteks.sweethome3d.viewcontroller.BackgroundImageWizardController.BackgroundImageUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.ContentManager.java;5
src.com.eteks.sweethome3d.viewcontroller.Controller.java;1
src.com.eteks.sweethome3d.viewcontroller.DialogView.java;1
src.com.eteks.sweethome3d.viewcontroller.ExportableView.java;2
src.com.eteks.sweethome3d.viewcontroller.FurnitureCatalogController.java;1
src.com.eteks.sweethome3d.viewcontroller.FurnitureController.AlignedPieceOfFurniture.java;1
src.com.eteks.sweethome3d.viewcontroller.FurnitureController.AlignmentAction.java;1
src.com.eteks.sweethome3d.viewcontroller.FurnitureController.java;7
src.com.eteks.sweethome3d.viewcontroller.HelpController.HelpDocument.java;4
src.com.eteks.sweethome3d.viewcontroller.HelpController.java;10
src.com.eteks.sweethome3d.viewcontroller.HelpView.java;1
src.com.eteks.sweethome3d.viewcontroller.Home3DAttributesController.Home3DAttributesModificationUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.HomeController.java;18
src.com.eteks.sweethome3d.viewcontroller.HomeController.Update.java;3
src.com.eteks.sweethome3d.viewcontroller.HomeController.UpdatesHandler.java;5
src.com.eteks.sweethome3d.viewcontroller.HomeController3D.CameraControllerState.java;9
src.com.eteks.sweethome3d.viewcontroller.HomeController3D.java;4
src.com.eteks.sweethome3d.viewcontroller.HomeController3D.ObserverCameraState.java;2
src.com.eteks.sweethome3d.viewcontroller.HomeController3D.TopCameraState.java;3
src.com.eteks.sweethome3d.viewcontroller.HomeFurnitureController.FurnitureModificationUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.HomeFurnitureController.java;12
src.com.eteks.sweethome3d.viewcontroller.HomeView.java;39
src.com.eteks.sweethome3d.viewcontroller.ImportedFurnitureWizardController.java;3
src.com.eteks.sweethome3d.viewcontroller.ImportedFurnitureWizardController.PieceOfFurnitureImportationUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.ImportedFurnitureWizardStepsView.java;1
src.com.eteks.sweethome3d.viewcontroller.LabelController.java;2
src.com.eteks.sweethome3d.viewcontroller.LabelController.LabelCreationUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.LabelController.LabelModificationUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.LevelController.java;5
src.com.eteks.sweethome3d.viewcontroller.LevelController.LevelModificationUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.Object3DFactory.java;1
src.com.eteks.sweethome3d.viewcontroller.ObserverCameraController.java;2
src.com.eteks.sweethome3d.viewcontroller.PageSetupController.HomePrintModificationUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.PlanController.CameraElevationState.java;1
src.com.eteks.sweethome3d.viewcontroller.PlanController.ControllerState.java;15
src.com.eteks.sweethome3d.viewcontroller.PlanController.DimensionLineDrawingState.java;1
src.com.eteks.sweethome3d.viewcontroller.PlanController.EditableProperty.java;1
src.com.eteks.sweethome3d.viewcontroller.PlanController.java;122
src.com.eteks.sweethome3d.viewcontroller.PlanController.PointMagnetizedToClosestWallOrRoomPoint.java;1
src.com.eteks.sweethome3d.viewcontroller.PlanController.PolylineDrawingState.java;1
src.com.eteks.sweethome3d.viewcontroller.PlanController.PolylineResizeState.java;2
src.com.eteks.sweethome3d.viewcontroller.PlanController.RectangleSelectionState.java;3
src.com.eteks.sweethome3d.viewcontroller.PlanController.RoomDrawingState.java;2
src.com.eteks.sweethome3d.viewcontroller.PlanController.RoomPointWithAngleMagnetism.java;2
src.com.eteks.sweethome3d.viewcontroller.PlanController.SelectionMoveState.java;1
src.com.eteks.sweethome3d.viewcontroller.PlanController.WallDrawingState.java;5
src.com.eteks.sweethome3d.viewcontroller.PlanController.WallPointWithAngleMagnetism.java;1
src.com.eteks.sweethome3d.viewcontroller.PlanView.java;27
src.com.eteks.sweethome3d.viewcontroller.PolylineController.java;4
src.com.eteks.sweethome3d.viewcontroller.PolylineController.PolylinesModificationUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.RoomController.java;14
src.com.eteks.sweethome3d.viewcontroller.RoomController.RoomsAndWallSidesModificationUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.TextureChoiceView.java;1
src.com.eteks.sweethome3d.viewcontroller.ThreadedTaskController.ExceptionHandler.java;1
src.com.eteks.sweethome3d.viewcontroller.ThreadedTaskView.java;2
src.com.eteks.sweethome3d.viewcontroller.TransferableView.java;1
src.com.eteks.sweethome3d.viewcontroller.TransferableView.TransferObserver.java;1
src.com.eteks.sweethome3d.viewcontroller.UserPreferencesController.java;1
src.com.eteks.sweethome3d.viewcontroller.ViewFactory.java;29
src.com.eteks.sweethome3d.viewcontroller.WallController.java;9
src.com.eteks.sweethome3d.viewcontroller.WallController.WallsModificationUndoableEdit.java;2
src.com.eteks.sweethome3d.viewcontroller.WizardController.java;1
src.com.eteks.sweethome3d.viewcontroller.WizardController.WizardControllerStepState.java;6
test.com.eteks.sweethome3d.junit.FurnitureTableTest.java;4
test.com.eteks.sweethome3d.junit.HomeControllerTest.java;9
test.com.eteks.sweethome3d.junit.HomeControllerTest.ViewTest.java;1
test.com.eteks.sweethome3d.junit.HomeFileRecorderTest.java;3
test.com.eteks.sweethome3d.junit.HomeTest.java;1
test.com.eteks.sweethome3d.junit.IconManagerTest.java;2
test.com.eteks.sweethome3d.junit.LevelTest.java;1
test.com.eteks.sweethome3d.junit.OBJWriterTest.java;2
test.com.eteks.sweethome3d.junit.OperatingSystemTest.java;6
test.com.eteks.sweethome3d.junit.PhotoCreationTest.java;2
test.com.eteks.sweethome3d.junit.PlanComponentTest.PlanTestFrame.java;6
test.com.eteks.sweethome3d.junit.PlanComponentWithFurnitureTest.TestFrame.java;8
test.com.eteks.sweethome3d.junit.PrintTest.java;3
test.com.eteks.sweethome3d.junit.RoomTest.RoomTestFrame.java;4
test.com.eteks.sweethome3d.junit.TestUtilities.java;1
test.com.eteks.sweethome3d.junit.UserPreferencesPanelTest.java;8
test.com.eteks.sweethome3d.junit.WallPanelTest.java;1
Grand;1500